Image_Name,0: WRIST_x,0: WRIST_y,0: WRIST_z,1: THUMB_CMC_x,1: THUMB_CMC_y,1: THUMB_CMC_z,2: THUMB_MCP_x,2: THUMB_MCP_y,2: THUMB_MCP_z,3: THUMB_IP_x,3: THUMB_IP_y,3: THUMB_IP_z,4: THUMB_TIP_x,4: THUMB_TIP_y,4: THUMB_TIP_z,5: INDEX_FINGER_MCP_x,5: INDEX_FINGER_MCP_y,5: INDEX_FINGER_MCP_z,6: INDEX_FINGER_PIP_x,6: INDEX_FINGER_PIP_y,6: INDEX_FINGER_PIP_z,7: INDEX_FINGER_DIP_x,7: INDEX_FINGER_DIP_y,7: INDEX_FINGER_DIP_z,8: INDEX_FINGER_TIP_x,8: INDEX_FINGER_TIP_y,8: INDEX_FINGER_TIP_z,9: MIDDLE_FINGER_MCP_x,9: MIDDLE_FINGER_MCP_y,9: MIDDLE_FINGER_MCP_z,10: MIDDLE_FINGER_PIP_x,10: MIDDLE_FINGER_PIP_y,10: MIDDLE_FINGER_PIP_z,11: MIDDLE_FINGER_DIP_x,11: MIDDLE_FINGER_DIP_y,11: MIDDLE_FINGER_DIP_z,12: MIDDLE_FINGER_TIP_x,12: MIDDLE_FINGER_TIP_y,12: MIDDLE_FINGER_TIP_z,13: RING_FINGER_MCP_x,13: RING_FINGER_MCP_y,13: RING_FINGER_MCP_z,14: RING_FINGER_PIP_x,14: RING_FINGER_PIP_y,14: RING_FINGER_PIP_z,15: RING_FINGER_DIP_x,15: RING_FINGER_DIP_y,15: RING_FINGER_DIP_z,16: RING_FINGER_TIP_x,16: RING_FINGER_TIP_y,16: RING_FINGER_TIP_z,17: PINKY_MCP_x,17: PINKY_MCP_y,17: PINKY_MCP_z,18: PINKY_PIP_x,18: PINKY_PIP_y,18: PINKY_PIP_z,19: PINKY_DIP_x,19: PINKY_DIP_y,19: PINKY_DIP_z,20: PINKY_TIP_x,20: PINKY_TIP_y,20: PINKY_TIP_z,Label
C:\Users\KIIT\GNN\Sign Language\asl_dataset\6\hand1_6_bot_seg_2_cropped.jpeg,0.4679526090621948,0.91322922706604,1.5533671557932394e-06,0.5770202279090881,0.8414115905761719,-0.09611079841852188,0.6212663054466248,0.684103786945343,-0.13116466999053955,0.5013932585716248,0.5749499797821045,-0.14965805411338806,0.3798780143260956,0.5298933386802673,-0.16888628900051117,0.5963064432144165,0.5025219917297363,-0.08776164799928665,0.6594061851501465,0.3240962028503418,-0.1323094367980957,0.6936580538749695,0.20824626088142395,-0.16912706196308136,0.714024007320404,0.10906919836997986,-0.19629797339439392,0.48816967010498047,0.4831249713897705,-0.07669239491224289,0.49754568934440613,0.2844219207763672,-0.11376781016588211,0.5022220015525818,0.15809190273284912,-0.1509413719177246,0.49749675393104553,0.05765232443809509,-0.1760905683040619,0.3991939127445221,0.5105162262916565,-0.07403876632452011,0.34285789728164673,0.3357466757297516,-0.13492318987846375,0.31632182002067566,0.22071152925491333,-0.18865860998630524,0.2892630696296692,0.1363222897052765,-0.2214854657649994,0.3193570077419281,0.5754213333129883,-0.076337531208992,0.28566494584083557,0.45146992802619934,-0.1416769176721573,0.3169875741004944,0.462777316570282,-0.16092786192893982,0.3429924249649048,0.5028849840164185,-0.16714295744895935,6
C:\Users\KIIT\GNN\Sign Language\asl_dataset\6\hand1_6_dif_seg_1_cropped.jpeg,0.4742671847343445,0.882643461227417,1.16330386390473e-06,0.573743462562561,0.7924445271492004,-0.08719031512737274,0.6053727865219116,0.607755184173584,-0.10655137896537781,0.49191519618034363,0.4819408357143402,-0.10899697244167328,0.36858391761779785,0.4375672936439514,-0.11103709787130356,0.6041705012321472,0.4581967890262604,-0.045292969793081284,0.6462885737419128,0.2798232138156891,-0.06762521713972092,0.6688307523727417,0.17392918467521667,-0.08931270241737366,0.6815024018287659,0.08211573958396912,-0.10730888694524765,0.5034699440002441,0.446040540933609,-0.03268439695239067,0.5134338736534119,0.2517680525779724,-0.05143317952752113,0.5193343758583069,0.13906678557395935,-0.07183956354856491,0.5225852131843567,0.048204243183135986,-0.08352870494127274,0.41567638516426086,0.4731677174568176,-0.030305232852697372,0.3742796778678894,0.2901819348335266,-0.08725535869598389,0.3610859513282776,0.1736147701740265,-0.13444584608078003,0.34650057554244995,0.07629480957984924,-0.16221177577972412,0.33762526512145996,0.5351159572601318,-0.032023102045059204,0.3299892544746399,0.4175514578819275,-0.10104987770318985,0.3685736358165741,0.4772558808326721,-0.11194891482591629,0.3988116383552551,0.5547345280647278,-0.11091076582670212,6
C:\Users\KIIT\GNN\Sign Language\asl_dataset\6\hand1_6_dif_seg_3_cropped.jpeg,0.44508159160614014,0.8704904913902283,1.2076448001607787e-06,0.5507749915122986,0.791874349117279,-0.0898173451423645,0.5806490778923035,0.6111549139022827,-0.10925330221652985,0.46303582191467285,0.4911378026008606,-0.11059435456991196,0.3391847312450409,0.4593583941459656,-0.11255346238613129,0.5914816856384277,0.4622471332550049,-0.04996040090918541,0.6453767418861389,0.2922959327697754,-0.07433634251356125,0.6788967847824097,0.18750587105751038,-0.09929592162370682,0.6999932527542114,0.09675529599189758,-0.1203247532248497,0.48286890983581543,0.4481465518474579,-0.037213683128356934,0.4790133535861969,0.25551652908325195,-0.058847103267908096,0.4760000705718994,0.14362594485282898,-0.08577529340982437,0.4702283442020416,0.051633983850479126,-0.10207387804985046,0.39348864555358887,0.4754863679409027,-0.03397201746702194,0.3467792868614197,0.2986237406730652,-0.09426706284284592,0.32794976234436035,0.18580889701843262,-0.14694389700889587,0.3098489046096802,0.08874383568763733,-0.1779126226902008,0.3174164295196533,0.5384965538978577,-0.03454691544175148,0.30112969875335693,0.4319971799850464,-0.11005205661058426,0.33126944303512573,0.4932541251182556,-0.1260235458612442,0.356374055147171,0.5654803514480591,-0.12768134474754333,6
C:\Users\KIIT\GNN\Sign Language\asl_dataset\6\hand1_6_dif_seg_5_cropped.jpeg,0.45598796010017395,0.8718183040618896,1.3327537544682855e-06,0.5625283718109131,0.7968869209289551,-0.09468761831521988,0.592150092124939,0.6149305105209351,-0.11563850939273834,0.4776887893676758,0.48992541432380676,-0.11658748239278793,0.3519231081008911,0.45380285382270813,-0.1175796315073967,0.5956591963768005,0.4612525403499603,-0.060601938515901566,0.6421084403991699,0.2826231122016907,-0.08938322961330414,0.670340895652771,0.17215858399868011,-0.11478652060031891,0.6899417638778687,0.07846108078956604,-0.13417498767375946,0.49310389161109924,0.4494115114212036,-0.0444345697760582,0.5074034333229065,0.2547178268432617,-0.06776632368564606,0.5162141919136047,0.13992413878440857,-0.09217118471860886,0.5244975090026855,0.04686209559440613,-0.10566931217908859,0.4041234850883484,0.4763171672821045,-0.038260407745838165,0.36080750823020935,0.3006126582622528,-0.09969133138656616,0.3431553542613983,0.18581925332546234,-0.15129320323467255,0.33001387119293213,0.0885714590549469,-0.1810174137353897,0.3246441185474396,0.5388507843017578,-0.03632692992687225,0.31121206283569336,0.4379649758338928,-0.10993795096874237,0.3446383774280548,0.5010736584663391,-0.12468992918729782,0.37357816100120544,0.574176549911499,-0.12561067938804626,6
C:\Users\KIIT\GNN\Sign Language\asl_dataset\6\hand1_6_left_seg_1_cropped.jpeg,0.49363967776298523,0.837737500667572,8.609209203314094e-07,0.5962404608726501,0.7543115615844727,-0.090805783867836,0.6232706904411316,0.5744571685791016,-0.10664044320583344,0.517774224281311,0.4464403986930847,-0.10537666827440262,0.3871159851551056,0.4046836197376251,-0.1004800871014595,0.6181354522705078,0.43081051111221313,-0.042550716549158096,0.6424218416213989,0.25755178928375244,-0.06004393845796585,0.6559867858886719,0.15838471055030823,-0.07846412062644958,0.6610078811645508,0.06915658712387085,-0.09569913893938065,0.5245529413223267,0.4164034128189087,-0.0255834199488163,0.5217573046684265,0.23260945081710815,-0.032784171402454376,0.5226913094520569,0.126410111784935,-0.05045238882303238,0.5201418995857239,0.037143170833587646,-0.06544685363769531,0.44276556372642517,0.4400968551635742,-0.020454296842217445,0.40708261728286743,0.2783147096633911,-0.0629265159368515,0.3990068733692169,0.17092053592205048,-0.11050703376531601,0.3836800456047058,0.07991605997085571,-0.14196625351905823,0.37448573112487793,0.488644540309906,-0.021452540531754494,0.37427741289138794,0.37683528661727905,-0.07658230513334274,0.40760424733161926,0.4005589187145233,-0.09474116563796997,0.42298898100852966,0.4444392919540405,-0.10323601961135864,6
C:\Users\KIIT\GNN\Sign Language\asl_dataset\6\hand1_6_left_seg_2_cropped.jpeg,0.4914107620716095,0.8291764259338379,8.754295208746043e-07,0.594303548336029,0.7434413433074951,-0.08561904728412628,0.6230447292327881,0.5652133226394653,-0.10123560577630997,0.510793924331665,0.4398568570613861,-0.1003667488694191,0.382209837436676,0.4036402702331543,-0.09659148752689362,0.6160693168640137,0.4333468973636627,-0.04447945952415466,0.6376633644104004,0.258598655462265,-0.06145762652158737,0.6516032218933105,0.15855833888053894,-0.07893290370702744,0.6589065194129944,0.06854012608528137,-0.09555138647556305,0.5220049619674683,0.42010802030563354,-0.02966722473502159,0.5185356736183167,0.23403574526309967,-0.03658096492290497,0.5200795531272888,0.12617455422878265,-0.05466975271701813,0.5188606977462769,0.03447037935256958,-0.07006095349788666,0.44074589014053345,0.44313865900039673,-0.025076361373066902,0.40228837728500366,0.27950596809387207,-0.06617770344018936,0.39459219574928284,0.17000699043273926,-0.11328033357858658,0.380969762802124,0.07701265811920166,-0.1447029560804367,0.3721607029438019,0.4912106394767761,-0.025762565433979034,0.3677492141723633,0.3802388608455658,-0.0792393758893013,0.40129977464675903,0.4068543016910553,-0.09523206204175949,0.41784408688545227,0.4526570439338684,-0.10222884267568588,6
C:\Users\KIIT\GNN\Sign Language\asl_dataset\6\hand1_6_left_seg_3_cropped.jpeg,0.5022983551025391,0.835347056388855,9.54192159952072e-07,0.6158097386360168,0.7543129920959473,-0.09004316478967667,0.6498717069625854,0.5782939195632935,-0.1061042845249176,0.5302838087081909,0.4582361578941345,-0.1046309545636177,0.400127112865448,0.427913635969162,-0.10116593539714813,0.6142528057098389,0.44112566113471985,-0.05133093148469925,0.6382908821105957,0.26953384280204773,-0.07064059376716614,0.651495635509491,0.16564491391181946,-0.08997027575969696,0.6588683128356934,0.0724368691444397,-0.10756679624319077,0.5176317095756531,0.42628782987594604,-0.035690851509571075,0.5158974528312683,0.2412678748369217,-0.04488462209701538,0.5186430811882019,0.13002391159534454,-0.06479854881763458,0.5204563736915588,0.039668768644332886,-0.0821322649717331,0.4360503852367401,0.4463920295238495,-0.030747046694159508,0.3961831331253052,0.27577897906303406,-0.07462397962808609,0.38736966252326965,0.16838891804218292,-0.12399788200855255,0.3747002184391022,0.08435997366905212,-0.15696926414966583,0.3652677536010742,0.4931015372276306,-0.03149513527750969,0.35524219274520874,0.36583855748176575,-0.08585214614868164,0.39972206950187683,0.3940124213695526,-0.10257871448993683,0.43092870712280273,0.45131710171699524,-0.11051283031702042,6
C:\Users\KIIT\GNN\Sign Language\asl_dataset\6\hand1_6_left_seg_4_cropped.jpeg,0.5028347373008728,0.8232970237731934,1.0445439784234622e-06,0.613847553730011,0.738096296787262,-0.08495518565177917,0.6441382765769958,0.5705384612083435,-0.10227178782224655,0.5265198349952698,0.4585883915424347,-0.10366600751876831,0.4040011763572693,0.42719852924346924,-0.10295135527849197,0.6102179288864136,0.4343264102935791,-0.049370888620615005,0.6331762075424194,0.25610315799713135,-0.0697941705584526,0.648989737033844,0.15528562664985657,-0.08868999779224396,0.6569706201553345,0.06384611129760742,-0.10493573546409607,0.5156010389328003,0.4222157895565033,-0.03519042208790779,0.5137271881103516,0.23278388381004333,-0.04664326831698418,0.5168931484222412,0.12546084821224213,-0.06667483597993851,0.5163196325302124,0.035988181829452515,-0.08251406997442245,0.43468177318573,0.4435312747955322,-0.03097032755613327,0.39260298013687134,0.28139981627464294,-0.07549594342708588,0.3850482404232025,0.17821526527404785,-0.1231219545006752,0.3755286931991577,0.0945887565612793,-0.15324386954307556,0.3644229769706726,0.489189088344574,-0.031868401914834976,0.35209083557128906,0.3675330579280853,-0.08493386209011078,0.3924063444137573,0.3951471745967865,-0.0997346043586731,0.4235067069530487,0.44777485728263855,-0.10526130348443985,6
C:\Users\KIIT\GNN\Sign Language\asl_dataset\6\hand1_6_left_seg_5_cropped.jpeg,0.5041197538375854,0.8289650678634644,9.964609262169688e-07,0.6165943741798401,0.7433314323425293,-0.08814714103937149,0.648612380027771,0.5750168561935425,-0.10384208709001541,0.5278251767158508,0.4612201750278473,-0.10135192424058914,0.40375789999961853,0.4341079592704773,-0.09633812308311462,0.6128730177879333,0.43825221061706543,-0.054573871195316315,0.6352418065071106,0.2584378719329834,-0.07603989541530609,0.6481853723526001,0.15493696928024292,-0.09574992954730988,0.6554777026176453,0.06187528371810913,-0.11194325238466263,0.5170623660087585,0.4236431419849396,-0.037992749363183975,0.5162398219108582,0.23439931869506836,-0.046575918793678284,0.5191868543624878,0.12582623958587646,-0.06507101655006409,0.5217251777648926,0.036572039127349854,-0.07989872246980667,0.4354056715965271,0.44254639744758606,-0.03144991397857666,0.3941982090473175,0.2768554091453552,-0.07406594604253769,0.3852563202381134,0.17356862127780914,-0.12135609984397888,0.3750174939632416,0.0898691713809967,-0.1512233465909958,0.3659416139125824,0.4899270534515381,-0.030191054567694664,0.35061216354370117,0.36632153391838074,-0.0813831239938736,0.39359042048454285,0.3940081298351288,-0.09417533129453659,0.4253554940223694,0.45039987564086914,-0.09790633618831635,6
C:\Users\KIIT\GNN\Sign Language\asl_dataset\6\hand1_6_right_seg_1_cropped.jpeg,0.4682461619377136,0.8862001299858093,1.7409909105481347e-06,0.5798263549804688,0.8155321478843689,-0.09129320085048676,0.6093189120292664,0.6571705341339111,-0.12162240594625473,0.48026493191719055,0.5498582720756531,-0.13214030861854553,0.3567432165145874,0.4979286193847656,-0.1439126431941986,0.6144446134567261,0.49280989170074463,-0.08791183680295944,0.6454901695251465,0.3040430247783661,-0.13078990578651428,0.659788966178894,0.18856731057167053,-0.1613013744354248,0.6720403432846069,0.08502370119094849,-0.1845480352640152,0.5104340314865112,0.48635005950927734,-0.08028291165828705,0.5398094058036804,0.28026556968688965,-0.1280396431684494,0.5593461394309998,0.1591666340827942,-0.1652841866016388,0.5769498944282532,0.05173441767692566,-0.18232549726963043,0.420150488615036,0.5249572396278381,-0.07920960336923599,0.3626568913459778,0.3461279273033142,-0.16588863730430603,0.3487469255924225,0.24735255539417267,-0.21488766372203827,0.3419220745563507,0.14786329865455627,-0.23531147837638855,0.34502917528152466,0.606421947479248,-0.07982997596263885,0.3241649568080902,0.5153640508651733,-0.17212533950805664,0.360746830701828,0.5917555093765259,-0.18026120960712433,0.3923579454421997,0.6586415767669678,-0.17053063213825226,6
